Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LT2,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,target
475,1,2,5,68.12,66.24,108.46,9.50,13110,1.00,0.50,0,0,0,1,5,4,1,2,8,11,1
476,0,0,2,60.68,0.00,358.00,13.00,1939.17,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
477,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,2,1,5,4,2,2,8-,13,1
478,1,4,0,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
479,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
480,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
481,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
482,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
483,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
484,1,0,1,80.08,14.02,20.71,11.75,3691.46,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
485,1,4,0,80.12,14.02,80.12,11.75,3113.75,2.00,1.00,0,0,2,1,5,4,2,2,8-,13,1
486,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
487,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
488,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
489,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
490,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
491,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
492,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
493,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
494,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
495,1,0,1,79.97,14.00,79.97,11.75,2663.33,2.00,1.00,0,0,0,1,5,4,2,2,8-,12,1
496,0,0,2,70.00,54.29,190.00,13.00,2058.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
497,0,0,2,61.72,0.00,832.56,13.00,1939.17,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
498,0,0,2,63.93,0.00,390.00,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
499,1,0,1,79.17,54.12,81.90,10.00,1150,4.00,0.00,1,0,0,1,5,4,0,3,6,15,7
500,0,0,2,70.00,54.29,75.14,13.00,2058.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
501,0,0,2,70.00,53.52,75.14,13.00,2058.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
502,0,2,6,64.97,51.78,1020.00,13.00,5525,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
503,0,2,8,28.99,22.22,1000.00,10.00,8333.33,2.00,0.00,0,0,0,0,6,6,1,2,8,8,1
504,0,0,2,62.90,0.00,375.00,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
505,0,0,2,68.42,0.00,73.36,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
506,0,2,6,64.94,56.62,184.00,13.00,5980,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
507,0,0,2,68.42,0.00,414.89,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
508,0,0,2,66.91,0.00,375.51,13.00,1993.33,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
509,1,0,3,62.90,0.00,390.00,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
510,0,0,2,68.42,0.00,382.35,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
511,1,0,1,80.00,64.15,74.89,10.00,2833.33,0.10,0.00,1,0,0,1,3,03,1,3,5-,17,1
512,1,0,1,70.13,0.00,70.77,10.00,2250,3.00,0.00,0,0,0,0,3,03,1,2,6,14,1
513,1,3,1,41.60,43.29,72.87,12.00,7360,2.50,2.00,1,0,0,0,6,6,0,3,8,11,1
514,1,0,1,70.00,56.51,70.63,10.00,1483.33,3.50,0.00,1,0,0,0,5,4,0,3,6,15,1
515,0,2,6,23.67,20.65,44.88,10.00,10583.33,2.25,0.00,0,0,0,1,5,4,1,2,8-,12,10
516,1,0,1,77.54,48.07,59.68,10.00,2183.33,3.00,0.00,1,0,0,1,6,6,0,3,6,14,1
517,0,3,3,66.46,65.00,84.80,12.00,11830,2.00,2.00,1,2,1,1,5,4,1,2,8,9,1
518,0,2,15,65.00,0.00,91.00,10.75,40760.42,2.00,0.00,0,0,0,1,6,6,1,2,8,10,1
519,1,0,1,48.00,0.00,67.20,10.00,8400,1.00,0.00,0,0,0,0,6,6,1,2,8,8,1
520,1,0,3,78.90,68.98,78.75,10.00,23166.67,2.00,0.00,0,0,0,1,5,4,2,2,8,11,10
521,0,2,13,3.19,1.97,150.00,10.00,1250,2.00,0.00,0,0,0,1,5,4,2,2,8-,13,1
522,1,1,3,60.00,0.00,62.18,10.00,5000,2.00,0.00,0,1,1,0,6,6,0,3,8,10,1
523,1,3,1,63.16,0.00,65.39,10.75,10750,2.00,0.00,1,2,1,0,5,4,1,2,8,9,1
524,0,0,2,72.00,57.39,80.00,10.00,1100,2.00,0.00,0,0,0,0,6,6,0,3,8-,13,1
525,1,0,1,80.00,66.24,80.00,10.00,4333.33,2.00,0.00,0,0,0,0,6,6,0,3,6,14,1
526,0,2,48,15.94,0.00,120.21,13.00,10833.33,4.00,2.00,0,2,1,1,5,4,4,4,9,4,1
527,0,4,0,50.23,0.00,30.56,12.00,27500,1.00,2.00,0,0,2,1,5,4,3,2,8,9,10
528,1,0,1,72.73,53.33,79.77,9.00,2100,1.00,0.00,0,0,0,1,6,6,1,2,9,6,1
529,1,0,1,57.56,0.00,70.00,10.00,10791.67,2.50,0.00,1,0,0,0,3,03,0,3,6,15,1
530,1,0,4,70.40,66.21,76.80,10.00,4000,2.50,0.00,0,0,0,0,6,6,0,3,8-,13,1
531,1,1,8,69.33,0.00,80.00,11.00,2860,2.00,1.00,1,2,1,1,5,4,1,3,8,10,1
532,0,2,79,10.10,0.00,62.03,13.00,10833.33,5.00,2.00,0,2,1,1,5,4,4,4,9,5,1
533,1,0,1,71.27,67.06,80.00,10.00,3800,1.50,0.00,1,0,0,0,3,03,0,3,5-,17,5
534,1,0,3,50.30,50.55,80.00,9.50,3641.67,1.50,0.00,0,0,0,1,5,4,1,2,8,10,1
535,1,0,3,51.53,51.69,80.00,9.50,3641.67,1.50,0.00,0,0,0,1,5,4,1,2,8,10,1
536,0,2,10,39.47,17.03,53.13,10.00,7500,1.00,0.00,0,0,0,1,5,4,1,2,8,9,1
537,1,5,0,39.67,0.00,79.41,12.00,1080,5.00,2.00,0,2,1,0,3,03,0,3,8,10,1
538,0,2,44,16.63,0.00,68.71,13.00,10833.33,4.00,2.00,0,2,1,1,5,4,4,4,9,4,1
539,1,0,1,80.00,65.45,57.60,10.00,3000,1.50,0.00,1,0,0,1,5,4,1,2,6,14,1
540,1,0,1,67.27,0.00,80.09,9.00,2775,1.00,0.00,0,0,0,1,6,6,1,2,8,10,1
541,1,0,1,56.77,0.00,80.00,9.00,1320,1.00,0.00,0,0,0,1,6,6,1,2,8,9,1
542,1,2,60,70.00,0.00,70.00,10.00,15166.67,2.50,0.00,1,2,1,1,4,23,4,4,9,6,1
543,1,0,1,60.00,0.00,80.16,9.00,1485,1.00,0.00,0,0,0,1,6,6,1,2,8,10,1
544,1,0,1,53.63,62.78,82.90,9.50,7330.83,3.00,0.00,0,0,0,0,4,23,0,3,8-,13,1
545,0,2,6,64.71,0.00,113.79,10.00,13750,2.00,0.00,0,2,1,0,5,4,0,2,8,9,1
546,0,2,66,12.35,0.00,36.36,13.00,10833.33,4.00,2.00,0,0,1,1,5,4,4,4,9,6,1
547,0,0,1,50.31,0.00,102.50,12.00,41000,3.50,2.00,1,0,0,1,4,23,1,2,8-,12,1
548,1,0,1,70.00,15.65,75.83,10.00,7583.33,1.00,0.00,0,0,0,1,5,4,3,2,8,10,1
549,1,0,4,78.40,56.19,79.98,10.00,9833.33,1.00,0.00,0,0,0,1,5,4,0,2,8-,13,1
550,1,4,0,70.00,29.67,34.25,12.00,18100,2.75,2.00,0,0,2,1,5,4,0,3,6,15,1
551,0,4,0,50.00,14.43,46.67,13.00,15166.67,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
552,0,0,1,73.60,60.00,73.17,10.25,1537.5,2.50,0.00,0,0,0,0,5,4,0,3,8,11,1
553,0,0,3,70.00,0.00,188.46,10.00,2041.67,1.00,0.00,0,0,0,0,4,23,0,2,6,14,1
554,0,3,2,70.00,0.00,0.00,13.00,1516.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
555,0,1,6,68.53,0.00,24.97,10.75,21947.92,2.00,0.00,0,1,0,1,4,23,1,2,8,11,1
556,1,0,1,75.75,55.37,80.04,10.00,3091.67,0.10,0.00,1,0,0,1,3,03,1,2,6,15,1
557,0,0,1,50.00,64.89,64.50,12.00,4010,3.00,2.00,0,0,0,0,6,6,0,3,8,11,1
558,0,0,1,50.00,65.00,69.70,12.00,3640,3.00,2.00,0,0,0,0,6,6,0,3,8,11,1
559,0,0,2,70.00,0.00,65.26,13.00,2350.83,3.00,2.00,0,0,1,1,5,4,4,4,9,6,1
560,0,0,2,70.00,0.00,63.17,13.00,2350.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
561,0,0,1,70.00,52.50,28.00,11.00,385,3.00,1.00,0,0,0,1,4,23,2,2,8-,12,1
562,0,0,1,70.00,46.67,20.94,11.00,513.33,3.00,1.00,1,0,0,1,4,23,2,2,8-,13,1
563,0,0,1,65.26,0.00,41.33,11.00,568.33,3.00,1.00,1,0,0,1,4,23,2,2,8-,12,1
564,0,2,8,75.00,64.03,103.31,10.00,16141.67,2.00,1.00,0,0,0,1,5,4,1,2,8-,12,1
565,0,0,2,70.18,0.00,1048.80,13.00,2090.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
566,0,0,2,70.27,0.00,550.19,13.00,1408.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
567,0,0,3,70.00,0.00,835.07,13.00,2426.67,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
568,0,0,2,70.18,0.00,1342.89,13.00,2090.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
569,0,0,2,70.00,0.00,1384.72,13.00,2199.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
570,0,0,2,70.00,0.00,64.12,10.00,4958.33,1.50,0.00,0,2,1,0,4,23,0,3,8-,12,1
571,1,0,1,78.00,55.22,55.71,9.00,2340,1.00,0.00,0,0,0,1,6,6,1,2,8,11,1
572,0,0,3,74.78,63.67,153.79,13.00,2069.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
573,0,0,2,75.00,52.73,153.82,13.00,1570.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
574,0,0,2,70.00,52.73,152.15,13.00,1570.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
575,0,0,3,70.43,59.05,144.21,13.00,2015,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
576,0,0,3,70.43,60.98,133.27,13.00,2015,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
577,0,0,2,75.00,53.70,150.79,13.00,1570.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
578,0,0,3,74.78,63.67,154.27,13.00,2069.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
579,0,0,2,75.00,52.73,153.86,13.00,1570.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
580,0,0,3,74.78,60.63,133.68,13.00,2069.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
581,0,0,2,75.00,60.00,164.11,13.00,1950,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
582,0,0,2,75.00,52.73,136.18,13.00,1570.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
583,0,0,3,70.00,51.38,85.64,13.00,1809.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
584,1,2,37,68.57,0.00,80.00,9.50,7600,2.00,0.50,0,2,1,0,3,03,3,2,8,8,2
585,0,0,2,70.00,0.00,210.00,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
586,0,0,1,70.00,0.00,148.24,13.00,1365,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
587,1,1,5,62.53,669.39,81.13,9.85,13461.67,1.00,0.50,0,0,0,1,4,23,0,2,8-,13,1
588,0,0,2,70.00,0.00,190.91,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
589,0,0,2,70.00,0.00,186.24,13.00,2199.17,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
590,0,0,2,70.00,0.00,256.10,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
591,0,0,2,70.00,0.00,212.12,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
592,0,0,1,70.26,0.00,182.67,13.00,1484.17,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
593,1,0,1,77.82,67.94,72.18,9.50,3388.33,1.50,0.50,0,0,0,1,6,6,1,2,8,11,1
594,0,0,2,70.00,0.00,150.00,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
595,0,0,2,70.00,0.00,210.00,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
596,0,0,2,69.84,0.00,129.41,13.00,2383.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
597,0,0,2,69.83,0.00,196.19,13.00,2231.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
598,0,2,6,70.00,44.67,58.69,10.00,6775,2.50,0.50,0,0,0,0,6,6,2,2,8,10,1
599,0,2,82,70.00,5.44,49.00,12.00,4900,3.00,2.00,1,0,0,1,4,23,2,2,8-,13,1
600,0,0,2,70.18,0.00,250.00,13.00,2166.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
601,0,0,2,70.00,0.00,175.00,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
602,0,0,2,69.83,0.00,171.67,13.00,2231.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
603,0,0,2,70.00,0.00,186.67,13.00,2426.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
604,0,0,2,70.00,0.00,189.19,13.00,2275,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
605,0,0,2,70.00,0.00,173.60,13.00,2350.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
606,0,0,1,74.67,53.71,40.83,10.00,1566.67,2.00,1.00,0,0,0,0,5,4,0,1,6,14,1
607,0,3,1,52.75,52.18,61.05,12.00,11740,1.00,2.00,1,0,0,0,4,23,0,3,6,14,1
608,0,2,8,69.93,54.93,280.95,10.00,12291.67,1.00,1.00,0,0,0,0,5,4,1,3,8-,13,5
609,0,0,3,70.15,0.00,114.57,13.00,2470,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
610,0,0,2,75.00,65.00,106.56,13.00,2112.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
611,0,4,0,50.00,61.97,78.57,13.00,2383.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
612,1,2,11,59.09,62.43,75.69,10.00,9625,1.00,0.50,0,0,0,0,5,4,0,3,8-,12,1
613,0,1,6,11.46,0.00,193.14,12.00,3380,1.00,2.00,0,2,1,1,5,4,1,2,8,10,1
614,0,1,4,2.20,0.00,32.00,12.00,560,1.00,2.00,0,0,0,1,5,4,1,2,8-,13,1
615,0,2,86,10.91,0.00,100.00,13.00,13000,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
616,1,0,2,41.48,58.07,80.00,10.00,6533.33,2.00,0.75,0,0,0,1,5,4,0,3,8-,13,1
617,0,0,1,35.89,17.28,54.77,10.00,7416.67,1.00,0.00,0,0,0,1,6,6,1,2,8,8,1
618,1,2,16,59.20,0.00,84.98,13.00,14430,3.00,2.00,0,2,1,1,5,4,4,2,9,2,1
619,1,2,20,60.55,0.00,84.98,13.00,18037.5,3.00,2.00,0,2,1,1,5,4,4,2,9,3,1
620,1,2,13,61.83,0.00,84.96,13.00,11721.67,3.00,2.00,0,2,1,1,5,4,4,2,9,3,1
621,1,2,16,12.31,0.00,17.67,13.00,3000.83,3.00,2.00,0,2,1,1,5,4,4,2,9,5,1
622,1,2,20,10.98,0.00,15.41,13.00,3271.67,3.00,2.00,0,2,1,1,5,4,4,2,9,5,1
623,1,2,13,9.77,0.00,13.43,13.00,1852.5,3.00,2.00,0,2,1,1,5,4,4,2,9,5,1
624,0,4,0,50.00,61.97,78.57,13.00,2383.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
625,1,0,1,57.08,65.19,80.57,9.85,9899.25,1.00,1.00,0,0,0,1,5,4,1,2,8-,12,1
626,1,0,2,80.00,54.92,86.39,13.00,1755,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
627,0,3,1,46.43,68.00,107.72,11.50,15640,4.00,1.00,1,0,0,0,3,03,2,2,8,11,1
628,0,0,2,71.19,0.00,560.00,13.00,2275,3.00,2.00,0,0,1,1,5,4,4,4,9,6,1
629,1,0,2,76.52,59.03,89.27,13.00,1982.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
630,0,0,1,70.00,0.00,70.00,10.50,18375,1.50,0.00,1,1,1,1,5,4,1,2,8,11,1
631,1,0,2,71.43,59.33,92.95,13.00,1928.33,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
632,0,4,0,50.00,4.47,46.50,12.00,46500,2.00,0.00,1,0,2,1,4,23,4,4,8,8,1
633,1,2,5,64.75,66.32,79.70,10.00,5250,1.50,1.00,0,0,0,0,5,4,0,3,8-,13,1
634,0,0,3,70.00,61.66,89.98,10.00,13616.67,2.50,1.00,0,0,0,1,5,4,1,2,8-,12,10
635,0,2,6,65.02,61.45,109.84,10.00,17666.67,1.00,1.00,0,0,0,1,5,4,0,3,8-,13,1
636,1,2,152,84.99,64.89,86.82,13.00,48750,3.00,2.00,1,0,0,1,5,4,4,4,8,9,1
637,1,2,10,71.25,39.00,78.00,10.50,1023.75,2.00,1.00,1,0,0,0,5,4,0,3,6,15,1
638,1,2,217,85.00,60.43,90.60,13.00,58922.5,3.00,2.00,1,0,0,1,5,4,4,4,8,9,1
639,1,2,63,84.95,64.97,85.13,13.00,20236.67,3.00,2.00,1,0,0,1,5,4,3,4,8,10,1
640,0,0,33,74.31,0.00,69.00,9.50,19118.75,2.50,0.00,1,2,1,0,5,4,2,2,8,9,1
641,0,0,1,70.00,65.00,63.45,9.75,9506.25,1.00,0.75,0,0,0,1,5,4,1,2,8-,12,10
642,0,0,1,65.93,0.00,54.77,10.00,1483.33,1.50,1.25,0,2,1,0,5,4,0,3,8,10,1
643,1,0,1,71.11,51.87,73.24,10.00,10633.33,2.00,0.25,0,0,0,1,5,4,0,3,6,14,1
644,0,0,1,69.57,0.00,100.00,8.50,2833.33,0.00,0.00,1,2,1,0,5,4,1,2,8,10,1
645,1,0,2,72.86,66.90,85.00,10.00,8641.67,0.75,1.00,0,0,0,1,6,6,4,4,9,6,1
646,0,4,0,49.33,65.08,683.33,12.00,2050,2.00,2.00,0,0,2,0,3,03,1,2,8-,12,1
647,0,2,6,8.47,0.00,7.81,12.00,2500,1.00,2.00,0,2,1,1,5,4,1,2,8,11,1
648,0,2,277,3.03,8.37,24.08,13.00,23833.33,3.00,0.00,1,0,0,1,5,4,4,4,9,6,1
649,0,4,0,46.69,48.85,127.00,12.00,25400,2.00,2.00,0,0,2,1,6,6,2,2,8,8,1
650,0,0,1,69.84,0.00,687.50,13.00,2383.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
651,0,0,2,69.84,0.00,157.14,13.00,2383.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
652,0,0,1,40.00,54.74,52.93,10.00,15966.67,1.00,1.00,1,0,0,1,4,23,2,4,8,8,1
653,0,0,1,69.82,64.63,67.06,10.50,4523.75,5.00,0.50,1,0,0,0,6,6,0,3,6,14,6
654,0,0,1,70.00,64.80,71.16,10.50,4252.5,5.00,0.50,1,0,0,0,6,6,0,3,6,14,1
655,1,4,0,32.50,0.00,65.00,12.00,5200,3.00,2.00,0,0,2,1,6,6,4,4,9,4,1
656,0,4,0,48.98,0.00,53.80,11.75,6834.58,1.75,1.00,1,0,0,1,5,4,1,2,8,10,4
657,0,4,0,49.97,0.00,49.99,11.75,19328.75,1.75,1.00,1,0,0,1,5,4,1,2,8,11,4
658,0,4,0,49.00,0.00,51.48,11.75,12954.38,1.75,1.00,1,0,0,1,5,4,1,2,8,10,4
659,0,4,0,48.97,0.00,56.11,11.75,9351.04,1.75,1.00,1,0,0,1,5,4,1,2,8,10,4
660,0,0,2,69.86,0.00,150.63,13.00,2610.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
661,0,0,2,70.16,0.00,182.13,13.00,2318.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
662,0,0,4,80.12,58.12,14.25,11.75,12905.42,2.00,1.00,0,0,2,1,5,4,3,2,8-,12,1
663,0,0,1,79.97,65.45,13.75,11.75,12455,2.00,1.00,0,0,2,1,5,4,3,2,8-,12,1
664,0,0,1,79.97,65.45,13.75,11.75,12455,2.00,1.00,0,0,0,1,5,4,4,2,8,10,1
665,0,0,1,79.97,65.45,13.75,11.75,12455,2.00,1.00,0,0,0,1,5,4,4,2,8,10,1
666,0,0,1,79.97,65.45,50.44,11.75,12455,2.00,1.00,0,0,2,1,5,4,3,2,8-,12,1
667,0,0,1,47.04,23.27,72.61,10.00,10250,0.27,1.00,0,0,2,1,6,6,1,2,8,0,1
668,0,0,1,13.77,0.00,17.90,12.00,8950,1.00,2.00,1,2,1,1,5,4,1,2,8,11,1
669,0,0,3,74.78,58.77,148.30,13.00,2069.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
670,0,0,2,74.78,50.32,145.78,13.00,1690,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
671,0,2,6,58.06,36.73,29.85,10.00,7500,1.25,1.00,0,1,0,1,6,6,1,2,8,8,1
672,1,2,12,30.67,32.25,56.82,10.00,12941.67,1.00,0.00,0,0,0,0,3,03,2,4,8,10,1
673,1,2,10,30.67,32.25,56.82,10.00,12941.67,1.00,0.00,0,0,0,0,3,03,2,4,8,10,1
674,0,2,6,70.10,55.05,3020.48,13.00,6261.67,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
675,0,0,2,74.78,52.00,183.01,13.00,1690,3.00,2.00,0,0,0,1,5,4,4,2,8,9,1
676,1,0,1,75.38,59.83,79.65,10.00,11966.67,1.50,1.00,1,0,0,1,5,4,4,4,8,8,1
677,1,0,1,75.45,55.43,71.83,11.00,1521.67,2.00,1.00,1,0,0,0,3,03,0,3,5-,17,1
678,0,0,3,70.00,64.29,39.65,10.50,1968.75,1.50,0.00,2,0,0,0,3,03,0,3,3,18,1
679,0,0,1,44.29,24.08,64.05,10.00,10333.33,1.00,0.00,0,0,0,1,6,6,1,2,8,8,1
680,0,2,42,70.00,48.62,53.23,13.00,43983.33,3.00,2.00,0,0,0,1,5,4,0,2,8-,13,1
681,0,2,42,8.62,16.35,14.78,13.00,14787.5,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
682,0,2,8,71.07,61.79,76.00,9.25,14645.83,2.00,0.25,0,0,0,1,5,4,1,2,8-,12,10
683,1,0,2,50.32,51.02,76.83,10.00,18708.33,1.00,1.00,0,0,0,1,5,4,1,2,8,10,1
684,1,0,1,70.00,0.00,62.75,10.00,13125,1.00,1.00,0,0,0,0,5,4,1,2,8-,12,10
685,1,0,4,74.07,59.66,78.30,10.00,11683.33,1.00,1.00,0,0,0,1,5,4,1,3,8-,13,1
686,0,3,1,49.77,0.00,50.00,11.00,14666.67,1.25,2.00,0,0,0,0,6,6,0,3,8,11,1
687,0,0,1,70.00,0.00,172.13,9.50,4156.25,1.50,0.00,1,0,0,0,5,4,0,3,6,15,1
688,1,0,1,69.89,0.00,96.09,10.00,5125,2.00,1.00,0,2,1,1,5,4,1,2,8,9,10
689,0,0,1,69.62,65.05,75.93,12.00,1210,1.50,2.00,0,0,0,1,3,03,0,3,5,16,1
690,0,0,1,70.00,64.52,83.50,12.00,1000,1.50,2.00,0,0,0,1,3,03,0,3,5,16,11
691,1,1,4,42.00,0.00,75.00,12.00,1050,1.50,2.00,1,2,1,1,3,03,0,3,8,11,1
692,0,2,31,78.21,65.25,86.21,13.00,21558.33,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
693,0,2,31,78.21,65.25,86.21,13.00,21558.33,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
694,0,2,31,78.21,65.25,86.21,13.00,21558.33,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
695,0,2,31,78.21,65.25,86.21,13.00,21558.33,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
696,0,2,31,79.00,65.07,81.75,13.00,20442.5,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
697,0,2,31,79.00,65.07,81.75,13.00,20442.5,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
698,0,2,30,79.00,65.20,79.74,13.00,19424.17,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
699,0,2,30,78.97,65.14,81.12,13.00,19760,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
700,0,2,30,78.98,64.62,78.31,13.00,19077.5,3.00,2.00,1,0,0,1,5,4,4,4,8,8,1
701,1,3,2,53.69,0.00,72.00,11.25,7425,1.29,2.00,0,0,0,0,5,4,0,3,8-,12,1
702,1,3,1,54.92,59.85,75.87,13.00,8753.33,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
703,0,4,0,50.00,0.00,79.67,12.00,11950,3.00,2.00,0,0,2,0,6,6,2,2,8,9,1
704,1,4,0,49.98,0.00,51.37,12.00,13870,3.00,2.00,0,0,2,0,6,6,2,2,8,9,1
705,1,0,1,70.00,0.00,86.15,10.00,2333.33,2.50,1.00,1,2,1,1,5,4,1,2,9,7,10
706,1,0,1,50.00,50.70,71.54,10.00,7500,1.00,1.00,0,0,0,0,5,4,1,2,8,10,1
707,0,0,1,69.57,0.00,53.33,11.00,733.33,3.00,2.00,1,0,1,1,4,23,1,2,8-,13,1
708,1,1,23,50.00,0.00,15.97,11.75,10770.83,3.00,2.00,0,0,0,1,4,23,2,2,8,10,1
709,1,3,1,64.92,0.00,64.92,12.00,38300,2.00,2.00,1,0,0,1,4,23,2,2,8-,12,10
710,1,0,4,64.17,66.00,73.29,10.00,6875,1.00,1.00,0,0,0,0,4,23,1,2,8-,12,1
